H.Schulz S.Komossa
G.Goldhaber R.Pain
G.Goldhaber S.Gabi
G.Goldhaber S.Perlmutter
G.Goldhaber T.Matheson
G.Goldhaber W.Couch
H.Newberg I.Hook
H.Newberg I.Small
H.Newberg J.Lee
H.Newberg K.Glazebrook
H.Newberg M.Dopita
H.Newberg M.Irwin
H.Newberg M.Kim
H.Newberg P.Bunclark
H.Newberg R.Ellis
H.Newberg R.McMahon
H.Newberg R.Pain
H.Newberg S.Gabi
H.Newberg S.Perlmutter
H.Newberg T.Matheson
H.Newberg W.Couch
I.Hook I.Small
I.Hook J.Lee
I.Hook K.Glazebrook
I.Hook M.Dopita
I.Hook M.Irwin
I.Hook M.Kim
I.Hook P.Bunclark
I.Hook R.Ellis
I.Hook R.McMahon
I.Hook R.Pain
I.Hook S.Gabi
I.Hook S.Perlmutter
I.Hook T.Matheson
I.Hook W.Couch
I.Small J.Lee
I.Small K.Glazebrook
I.Small M.Dopita
I.Small M.Irwin
I.Small M.Kim
I.Small P.Bunclark
I.Small R.Ellis
I.Small R.McMahon
I.Small R.Pain
I.Small S.Gabi
I.Small S.Perlmutter
I.Small T.Matheson
I.Small W.Couch
J.Lee K.Glazebrook
J.Lee M.Dopita
J.Lee M.Irwin
J.Lee M.Kim
J.Lee P.Bunclark
J.Lee R.Ellis
J.Lee R.McMahon
J.Lee R.Pain
J.Lee S.Gabi
J.Lee S.Perlmutter
J.Lee T.Matheson
J.Lee W.Couch
K.Glazebrook M.Dopita
K.Glazebrook M.Irwin
K.Glazebrook M.Kim
K.Glazebrook P.Bunclark
K.Glazebrook R.Ellis
K.Glazebrook R.McMahon
K.Glazebrook R.Pain
K.Glazebrook S.Gabi
K.Glazebrook S.Perlmutter
K.Glazebrook T.Matheson
K.Glazebrook W.Couch
M.Dopita M.Irwin
M.Dopita M.Kim
M.Dopita P.Bunclark
M.Dopita R.Ellis
M.Dopita R.McMahon
M.Dopita R.Pain
M.Dopita S.Gabi
M.Dopita S.Perlmutter
M.Dopita T.Matheson
M.Dopita W.Couch
M.Irwin M.Kim
M.Irwin P.Bunclark
M.Irwin R.Ellis
M.Irwin R.McMahon
M.Irwin R.Pain
M.Irwin S.Gabi
M.Irwin S.Perlmutter
M.Irwin T.Matheson
M.Irwin W.Couch
M.Kim P.Bunclark
M.Kim R.Ellis
M.Kim R.McMahon
M.Kim R.Pain
M.Kim S.Gabi
M.Kim S.Perlmutter
M.Kim T.Matheson
M.Kim W.Couch
P.Bunclark R.Ellis
P.Bunclark R.McMahon
P.Bunclark R.Pain
P.Bunclark S.Gabi
P.Bunclark S.Perlmutter
P.Bunclark T.Matheson
P.Bunclark W.Couch
R.Ellis R.McMahon
R.Ellis R.Pain
R.Ellis S.Gabi
R.Ellis S.Perlmutter
R.Ellis T.Matheson
R.Ellis W.Couch
R.McMahon R.Pain
R.McMahon S.Gabi
R.McMahon S.Perlmutter
R.McMahon T.Matheson
R.McMahon W.Couch
R.Pain S.Gabi
R.Pain S.Perlmutter
R.Pain T.Matheson
R.Pain W.Couch
S.Gabi S.Perlmutter
S.Gabi T.Matheson
S.Gabi W.Couch
S.Perlmutter T.Matheson
S.Perlmutter W.Couch
T.Matheson W.Couch
M.Umemura S.Mineshige
A.Tzioumis R.Fender
A.Tzioumis R.Spencer
A.Tzioumis S.Newell
R.Fender R.Spencer
R.Fender S.Newell
R.Spencer S.Newell
D.Hughes G.Taylor
D.Hughes J.Dunlop
D.Hughes M.Kukula
D.Hughes T.Boroson
G.Taylor J.Dunlop
G.Taylor M.Kukula
G.Taylor T.Boroson
J.Dunlop M.Kukula
J.Dunlop T.Boroson
M.Kukula T.Boroson
A.Songaila D.Hogg
A.Songaila E.Hu
A.Songaila I.Reid
A.Songaila J.Cohen
A.Songaila J.Gizis
A.Songaila L.Cowie
A.Songaila M.Pahre
D.Hogg E.Hu
D.Hogg I.Reid
D.Hogg J.Cohen
D.Hogg J.Gizis
D.Hogg L.Cowie
D.Hogg M.Pahre
E.Hu I.Reid
E.Hu J.Cohen
E.Hu J.Gizis
E.Hu L.Cowie
E.Hu M.Pahre
I.Reid J.Cohen
I.Reid J.Gizis
I.Reid L.Cowie
I.Reid M.Pahre
J.Cohen J.Gizis
J.Cohen L.Cowie
J.Cohen M.Pahre
J.Gizis L.Cowie
J.Gizis M.Pahre
L.Cowie M.Pahre
A.Khokhlov A.Klypin
A.Khokhlov A.Kravtsov
A.Klypin A.Kravtsov
L.Fang X.Wu
L.Nelson R.Stefano
A.Wolfe E.Brinks
A.Wolfe F.Briggs
E.Brinks F.Briggs
A.King H.Ritter
A.King J.Frank
A.King U.Kolb
H.Ritter J.Frank
H.Ritter U.Kolb
J.Frank U.Kolb
E.Crete F.Scoupe
E.Crete J.Puget
E.Crete M.Giard
F.Scoupe J.Puget
F.Scoupe M.Giard
J.Puget M.Giard
R.Brandenberger R.Moessner
D.Kirkman D.Tytler
M.White W.Hu
B.Moore G.Lake
B.Moore N.Katz
G.Lake N.Katz
B.Moore G.Lake
B.Moore N.Katz
G.Lake N.Katz
C.Tout P.Kroupa
F.Paolis G.Ingrosso
F.Paolis M.Roncadelli
F.Paolis P.Jetzer
G.Ingrosso M.Roncadelli
G.Ingrosso P.Jetzer
M.Roncadelli P.Jetzer
A.Westphal D.Snowden-Ifft
A.Kashlinsky J.Mather
A.Kashlinsky S.Odenwald
J.Mather S.Odenwald
C.Freiburghaus F.Rembges
C.Freiburghaus F.Thielemann
C.Freiburghaus H.Schatz
C.Freiburghaus M.Wiescher
C.Freiburghaus T.Rauscher
F.Rembges F.Thielemann
F.Rembges H.Schatz
F.Rembges M.Wiescher
F.Rembges T.Rauscher
F.Thielemann H.Schatz
F.Thielemann M.Wiescher
F.Thielemann T.Rauscher
H.Schatz M.Wiescher
H.Schatz T.Rauscher
M.Wiescher T.Rauscher
C.Carollo D.Forbes
C.Carollo G.Illingworth
C.Carollo M.Franx
D.Forbes G.Illingworth
D.Forbes M.Franx
G.Illingworth M.Franx
C.Dermer J.Skibo
C.Dermer R.Schlickeiser
J.Skibo R.Schlickeiser
R.Opher U.Wichoski
B.Binggeli H.Jerjen
G.Gilmore M.Franx
G.Gilmore R.Wyse
M.Franx R.Wyse
A.Pagliaro M.Gambera
A.Pagliaro U.Becciani
A.Pagliaro V.Antonuccio-Delogu
M.Gambera U.Becciani
M.Gambera V.Antonuccio-Delogu
U.Becciani V.Antonuccio-Delogu
J.Gutierrez R.Canal
A.Loeb R.Perna
J.Pando L.Fang
E.Turner Y.Wang
E.Waxman J.Bahcall
C.Acerbi G.Fiorentini
A.Metevier A.Romer
A.Metevier B.Holden
A.Metevier C.Collins
A.Metevier D.Burke
A.Metevier M.Ulmer
A.Metevier R.Nichol
A.Metevier R.Pildis
A.Romer B.Holden
A.Romer C.Collins
A.Romer D.Burke
A.Romer M.Ulmer
A.Romer R.Nichol
A.Romer R.Pildis
B.Holden C.Collins
B.Holden D.Burke
B.Holden M.Ulmer
B.Holden R.Nichol
B.Holden R.Pildis
C.Collins D.Burke
C.Collins M.Ulmer
C.Collins R.Nichol
C.Collins R.Pildis
D.Burke M.Ulmer
D.Burke R.Nichol
D.Burke R.Pildis
M.Ulmer R.Nichol
M.Ulmer R.Pildis
R.Nichol R.Pildis
L.Stella M.Colpi
L.Stella S.Campana
L.Stella S.Mereghetti
M.Colpi S.Campana
M.Colpi S.Mereghetti
S.Campana S.Mereghetti
A.Davidsen B.Dorman
A.Davidsen H.Ferguson
A.Davidsen T.Brown
B.Dorman H.Ferguson
B.Dorman T.Brown
H.Ferguson T.Brown
H.Meyer S.Westerhoff
A.Loeb Z.Haiman
D.Clayton F.Timmes
L.Lu T.Barlow
L.Lu W.Sargent
T.Barlow W.Sargent
D.Hartmann F.Timmes
D.Hartmann R.Diehl
F.Timmes R.Diehl
D.York F.Timmes
D.York J.Lauroesch
D.York J.Truran
F.Timmes J.Lauroesch
F.Timmes J.Truran
J.Lauroesch J.Truran
A.Phillips C.Gronwall
A.Phillips D.Koo
A.Phillips G.Illingworth
A.Phillips J.Gallego
A.Phillips J.Lowenthal
A.Phillips N.Vogt
A.Phillips R.Guzman
A.Phillips S.Faber
C.Gronwall D.Koo
C.Gronwall G.Illingworth
C.Gronwall J.Gallego
C.Gronwall J.Lowenthal
C.Gronwall N.Vogt
C.Gronwall R.Guzman
C.Gronwall S.Faber
D.Koo G.Illingworth
D.Koo J.Gallego
D.Koo J.Lowenthal
D.Koo N.Vogt
D.Koo R.Guzman
D.Koo S.Faber
G.Illingworth J.Gallego
G.Illingworth J.Lowenthal
G.Illingworth N.Vogt
G.Illingworth R.Guzman
G.Illingworth S.Faber
J.Gallego J.Lowenthal
J.Gallego N.Vogt
J.Gallego R.Guzman
J.Gallego S.Faber
J.Lowenthal N.Vogt
J.Lowenthal R.Guzman
J.Lowenthal S.Faber
N.Vogt R.Guzman
N.Vogt S.Faber
R.Guzman S.Faber
C.Walker C.Wilson
C.Walker M.Thornley
C.Wilson M.Thornley
L.Williams R.Wijers
C.Santos R.Gregory
G.Cook M.Scheel
G.Cook S.Shapiro
G.Cook S.Teukolsky
G.Cook T.Baumgarte
M.Scheel S.Shapiro
M.Scheel S.Teukolsky
M.Scheel T.Baumgarte
S.Shapiro S.Teukolsky
S.Shapiro T.Baumgarte
S.Teukolsky T.Baumgarte
E.Flanagan S.Hughes
C.Horowitz J.Piekarewicz
A.Yates G.Lozano
A.Yates T.Kibble
G.Lozano T.Kibble
D.Boyanovsky H.Vega
D.Boyanovsky R.Holman
H.Vega R.Holman
A.Kusenko G.Segre
A.Sornborger S.Carroll
A.Sornborger T.Pyne
S.Carroll T.Pyne
A.Kopajev Y.Baurov
A.Vilenkin R.Scherrer
A.Masiero S.Borgani
A.Smirnov H.Nunokawa
A.Smirnov J.Valle
A.Smirnov V.Semikoz
H.Nunokawa J.Valle
H.Nunokawa V.Semikoz
J.Valle V.Semikoz
I.Tkachev S.Khlebnikov
A.Csoto H.Oberhummer
A.Csoto R.Pichler
A.Csoto S.Moszkowski
H.Oberhummer R.Pichler
H.Oberhummer S.Moszkowski
R.Pichler S.Moszkowski
C.Cardall G.Fuller
M.Takizawa S.Inagaki
T.Fukuyama T.Okamura
T.Fukuyama Y.Kakigi
T.Okamura Y.Kakigi
A.Potekhin G.Pavlov
B.Novosyadlyj Y.Chornij
A.Liddle M.Hindmarsh
A.Liddle M.Kamionkowski
A.Liddle X.Chen
M.Hindmarsh M.Kamionkowski
M.Hindmarsh X.Chen
M.Kamionkowski X.Chen
E.Brocato S.Cassisi
E.Brocato V.Castellani
S.Cassisi V.Castellani
C.Scharf D.Horner
C.Scharf E.Perlman
C.Scharf G.Wegner
C.Scharf H.Ebeling
C.Scharf L.Jones
C.Scharf M.Malkan
D.Horner E.Perlman
D.Horner G.Wegner
D.Horner H.Ebeling
D.Horner L.Jones
D.Horner M.Malkan
E.Perlman G.Wegner
E.Perlman H.Ebeling
E.Perlman L.Jones
E.Perlman M.Malkan
G.Wegner H.Ebeling
G.Wegner L.Jones
G.Wegner M.Malkan
H.Ebeling L.Jones
H.Ebeling M.Malkan
L.Jones M.Malkan
M.Balucinska-Church M.Church
A.Ptak P.Serlemitsos
A.Ptak R.Mushotzky
A.Ptak T.Tsuru
A.Ptak T.Yaqoob
P.Serlemitsos R.Mushotzky
P.Serlemitsos T.Tsuru
P.Serlemitsos T.Yaqoob
R.Mushotzky T.Tsuru
R.Mushotzky T.Yaqoob
T.Tsuru T.Yaqoob
D.Helfand I.Hook
D.Helfand M.Gregg
D.Helfand R.Becker
D.Helfand R.McMahon
D.Helfand R.White
I.Hook M.Gregg
I.Hook R.Becker
I.Hook R.McMahon
I.Hook R.White
M.Gregg R.Becker
M.Gregg R.McMahon
M.Gregg R.White
R.Becker R.McMahon
R.Becker R.White
R.McMahon R.White
D.Berk D.York
D.Berk J.Quashnock
D.York J.Quashnock
D.Kennedy J.Gelb
D.Kennedy K.Gopinath
J.Gelb K.Gopinath
A.Szalay I.Szapudi
C.Ho H.Chang
T.Kitayama Y.Suto
A.Connolly Q.Wang
A.Connolly R.Brunner
Q.Wang R.Brunner
A.Hamilton M.Tegmark
H.Witt S.Mao
J.Muecket R.Kates
F.Combes V.Reshetnikov
A.Connolly A.Romer
A.Connolly A.Szalay
A.Connolly B.Holden
A.Connolly D.Koo
A.Connolly R.Nichol
A.Connolly T.Miyaji
A.Romer A.Szalay
A.Romer B.Holden
A.Romer D.Koo
A.Romer R.Nichol
A.Romer T.Miyaji
A.Szalay B.Holden
A.Szalay D.Koo
A.Szalay R.Nichol
A.Szalay T.Miyaji
B.Holden D.Koo
B.Holden R.Nichol
B.Holden T.Miyaji
D.Koo R.Nichol
D.Koo T.Miyaji
R.Nichol T.Miyaji
M.Sakellariadou R.Durrer
M.Salaris S.Cassisi
J.Ostriker J.Rhoads
J.Ostriker O.Gnedin
J.Ostriker W.Colley
J.Rhoads O.Gnedin
J.Rhoads W.Colley
O.Gnedin W.Colley
J.Carrasco M.Yun
J.Carrasco N.Scoville
J.Carrasco R.Blandford
M.Yun N.Scoville
M.Yun R.Blandford
N.Scoville R.Blandford
A.Laix L.Krauss
A.Laix T.Vachaspati
L.Krauss T.Vachaspati
M.Ulmer Q.Wang
M.Ulmer R.Lavery
Q.Wang R.Lavery
N.Arimoto Y.Ishimaru
J.Edsjo L.Bergstrom
J.Edsjo M.Kamionkowski
L.Bergstrom M.Kamionkowski
C.Cheung J.Magueijo
N.Sechaud O.Bienayme
I.Jorgensen J.Hjorth
M.Takizawa S.Mineshige
A.King J.Paradijs
A.King M.Klis
A.King M.Mendez
A.King T.Belloni
J.Paradijs M.Klis
J.Paradijs M.Mendez
J.Paradijs T.Belloni
M.Klis M.Mendez
M.Klis T.Belloni
M.Mendez T.Belloni
B.Nath M.Chiba
M.Lacy S.Rawlings
M.Lacy S.Serjeant
S.Rawlings S.Serjeant
D.Thompson G.Kanbach
D.Thompson J.Halpern
D.Thompson J.Mattox
D.Thompson M.Tavani
D.Thompson R.Foster
D.Thompson R.Mukherjee
D.Thompson S.Zhang
D.Thompson W.Hermsen
G.Kanbach J.Halpern
G.Kanbach J.Mattox
G.Kanbach M.Tavani
G.Kanbach R.Foster
G.Kanbach R.Mukherjee
G.Kanbach S.Zhang
G.Kanbach W.Hermsen
J.Halpern J.Mattox
J.Halpern M.Tavani
J.Halpern R.Foster
J.Halpern R.Mukherjee
J.Halpern S.Zhang
J.Halpern W.Hermsen
J.Mattox M.Tavani
J.Mattox R.Foster
J.Mattox R.Mukherjee
J.Mattox S.Zhang
J.Mattox W.Hermsen
M.Tavani R.Foster
M.Tavani R.Mukherjee
M.Tavani S.Zhang
M.Tavani W.Hermsen
R.Foster R.Mukherjee
R.Foster S.Zhang
R.Foster W.Hermsen
R.Mukherjee S.Zhang
R.Mukherjee W.Hermsen
S.Zhang W.Hermsen
D.Ryu S.Chakrabarti
D.Ryu H.Kang
E.Gotthelf J.Keohane
E.Gotthelf K.Koyama
E.Gotthelf M.Ozaki
E.Gotthelf R.Petre
J.Keohane K.Koyama
J.Keohane M.Ozaki
J.Keohane R.Petre
K.Koyama M.Ozaki
K.Koyama R.Petre
M.Ozaki R.Petre
C.Hogan M.Rugers
F.Aharonian G.Heinzelmann
K.Postnov M.Prokhorov
K.Postnov V.Lipunov
M.Prokhorov V.Lipunov
T.Fukuyama T.Okamura
A.Renzini B.Dorman
A.Renzini C.Sosin
A.Renzini E.Phinney
A.Renzini G.Piotto
A.Renzini I.King
A.Renzini J.Liebert
A.Renzini R.Rich
A.Renzini S.Djorgovski
B.Dorman C.Sosin
B.Dorman E.Phinney
B.Dorman G.Piotto
B.Dorman I.King
B.Dorman J.Liebert
B.Dorman R.Rich
B.Dorman S.Djorgovski
C.Sosin E.Phinney
C.Sosin G.Piotto
C.Sosin I.King
C.Sosin J.Liebert
C.Sosin R.Rich
C.Sosin S.Djorgovski
E.Phinney G.Piotto
E.Phinney I.King
E.Phinney J.Liebert
E.Phinney R.Rich
E.Phinney S.Djorgovski
G.Piotto I.King
G.Piotto J.Liebert
G.Piotto R.Rich
G.Piotto S.Djorgovski
I.King J.Liebert
I.King R.Rich
I.King S.Djorgovski
J.Liebert R.Rich
J.Liebert S.Djorgovski
R.Rich S.Djorgovski
A.Gruzinov J.Bahcall
J.Truran S.Fall
J.Truran V.Kulkarni
S.Fall V.Kulkarni
A.Maciolek-Niedzwiecki A.Zdziarski
A.Maciolek-Niedzwiecki J.Krolik
A.Zdziarski J.Krolik
M.Ulmer Q.Wang
E.Jourdain I.Moskalenko
J.Stone K.Roettiger
J.Stone R.Mushotzky
K.Roettiger R.Mushotzky
J.Swank S.Zhang
J.Swank W.Cui
J.Swank W.Focke
S.Zhang W.Cui
S.Zhang W.Focke
W.Cui W.Focke
B.Boyle I.Aretxaga
B.Boyle R.Terlevich
I.Aretxaga R.Terlevich
J.Bahcall P.Kumar
J.Bahcall S.Basu
P.Kumar S.Basu
S.Sigurdsson S.Vine
E.Turner Y.Wang
R.Cen R.Simcoe
C.Henkel F.Combes
C.Henkel F.Wyrowski
C.Henkel T.Wiklind
F.Combes F.Wyrowski
F.Combes T.Wiklind
F.Wyrowski T.Wiklind
B.Ratra C.Frenk
B.Ratra D.Weinberg
B.Ratra S.Cole
C.Frenk D.Weinberg
C.Frenk S.Cole
D.Weinberg S.Cole
F.Caputo G.Bono
F.Caputo M.Marconi
F.Caputo R.Incerpi
F.Caputo S.Cassisi
G.Bono M.Marconi
G.Bono R.Incerpi
G.Bono S.Cassisi
M.Marconi R.Incerpi
M.Marconi S.Cassisi
R.Incerpi S.Cassisi
A.Treves C.Urry
A.Treves F.Rovetti
A.Treves P.Jetzer
C.Urry F.Rovetti
C.Urry P.Jetzer
F.Rovetti P.Jetzer
J.Collett N.Evans
A.Jenkins A.Nelson
A.Jenkins C.Frenk
A.Jenkins F.Pearce
A.Jenkins G.Efstathiou
A.Jenkins H.Couchman
A.Jenkins J.Colberg
A.Jenkins J.Peacock
A.Jenkins P.Thomas
A.Jenkins R.Hutchings
A.Jenkins S.White
A.Nelson C.Frenk
A.Nelson F.Pearce
A.Nelson G.Efstathiou
A.Nelson H.Couchman
A.Nelson J.Colberg
A.Nelson J.Peacock
A.Nelson P.Thomas
A.Nelson R.Hutchings
A.Nelson S.White
C.Frenk F.Pearce
C.Frenk G.Efstathiou
C.Frenk H.Couchman
C.Frenk J.Colberg
C.Frenk J.Peacock
C.Frenk P.Thomas
C.Frenk R.Hutchings
C.Frenk S.White
F.Pearce G.Efstathiou
F.Pearce H.Couchman
F.Pearce J.Colberg
F.Pearce J.Peacock
F.Pearce P.Thomas
F.Pearce R.Hutchings
F.Pearce S.White
G.Efstathiou H.Couchman
G.Efstathiou J.Colberg
G.Efstathiou J.Peacock
G.Efstathiou P.Thomas
G.Efstathiou R.Hutchings
G.Efstathiou S.White
H.Couchman J.Colberg
H.Couchman J.Peacock
H.Couchman P.Thomas
H.Couchman R.Hutchings
H.Couchman S.White
J.Colberg J.Peacock
J.Colberg P.Thomas
J.Colberg R.Hutchings
J.Colberg S.White
J.Peacock P.Thomas
J.Peacock R.Hutchings
J.Peacock S.White
P.Thomas R.Hutchings
P.Thomas S.White
R.Hutchings S.White
A.Esin J.McClintock
A.Esin R.Narayan
J.McClintock R.Narayan
R.Perna R.Stefano
B.Smith C.Struck
B.Smith R.Pogge
C.Struck R.Pogge
D.Psaltis F.Lamb
D.Psaltis M.Miller
F.Lamb M.Miller
J.Hora K.Sellgren
J.Hora P.Martini
K.Sellgren P.Martini
A.Mastichiadis L.Titarchuk
A.Mastichiadis N.Kylafis
L.Titarchuk N.Kylafis
R.Sari T.Piran
A.Loeb D.Heyrovsky
C.Markwardt H.Ogelman
A.Klypin C.Smith
A.Klypin J.Holtzman
A.Klypin J.Primack
A.Klypin M.Gross
C.Smith J.Holtzman
C.Smith J.Primack
C.Smith M.Gross
J.Holtzman J.Primack
J.Holtzman M.Gross
J.Primack M.Gross
G.Efstathiou J.Bond
G.Efstathiou M.Tegmark
J.Bond M.Tegmark
E.Spillar H.Dyck
E.Spillar N.Pirzkal
H.Dyck N.Pirzkal
D.Gough M.Brüggen
C.Townes D.Nishimoto
C.Townes E.Lipman
C.Townes J.Monnier
C.Townes M.Bester
C.Townes M.Johnson
C.Townes P.Kervin
C.Townes P.Tuthill
C.Townes T.Geballe
C.Townes W.Danchi
D.Nishimoto E.Lipman
D.Nishimoto J.Monnier
D.Nishimoto M.Bester
D.Nishimoto M.Johnson
D.Nishimoto P.Kervin
D.Nishimoto P.Tuthill
D.Nishimoto T.Geballe
D.Nishimoto W.Danchi
E.Lipman J.Monnier
E.Lipman M.Bester
E.Lipman M.Johnson
E.Lipman P.Kervin
E.Lipman P.Tuthill
E.Lipman T.Geballe
E.Lipman W.Danchi
J.Monnier M.Bester
J.Monnier M.Johnson
J.Monnier P.Kervin
J.Monnier P.Tuthill
J.Monnier T.Geballe
J.Monnier W.Danchi
M.Bester M.Johnson
M.Bester P.Kervin
M.Bester P.Tuthill
M.Bester T.Geballe
M.Bester W.Danchi
M.Johnson P.Kervin
M.Johnson P.Tuthill
M.Johnson T.Geballe
M.Johnson W.Danchi
P.Kervin P.Tuthill
P.Kervin T.Geballe
P.Kervin W.Danchi
P.Tuthill T.Geballe
P.Tuthill W.Danchi
T.Geballe W.Danchi
G.Isaak J.Christensen-Dalsgaard
G.Isaak J.Schou
G.Isaak M.Thompson
G.Isaak R.New
G.Isaak S.Basu
G.Isaak S.Tomczyk
G.Isaak W.Chaplin
G.Isaak Y.Elsworth
J.Christensen-Dalsgaard J.Schou
J.Christensen-Dalsgaard M.Thompson
J.Christensen-Dalsgaard R.New
J.Christensen-Dalsgaard S.Basu
J.Christensen-Dalsgaard S.Tomczyk
J.Christensen-Dalsgaard W.Chaplin
J.Christensen-Dalsgaard Y.Elsworth
J.Schou M.Thompson
J.Schou R.New
J.Schou S.Basu
J.Schou S.Tomczyk
J.Schou W.Chaplin
J.Schou Y.Elsworth
M.Thompson R.New
M.Thompson S.Basu
M.Thompson S.Tomczyk
M.Thompson W.Chaplin
M.Thompson Y.Elsworth
R.New S.Basu
R.New S.Tomczyk
R.New W.Chaplin
R.New Y.Elsworth
S.Basu S.Tomczyk
S.Basu W.Chaplin
S.Basu Y.Elsworth
S.Tomczyk W.Chaplin
S.Tomczyk Y.Elsworth
W.Chaplin Y.Elsworth
G.Quinlan H.Rix
G.Quinlan P.Zeeuw
G.Quinlan R.Marel
H.Rix P.Zeeuw
H.Rix R.Marel
P.Zeeuw R.Marel
A.Smith B.Dorman
A.Smith M.Roberts
A.Smith R.Bohlin
A.Smith R.O'Connell
A.Smith R.Rood
A.Smith R.Shah
A.Smith S.Neff
A.Smith T.Stecher
A.Smith W.Landsman
B.Dorman M.Roberts
B.Dorman R.Bohlin
B.Dorman R.O'Connell
B.Dorman R.Rood
B.Dorman R.Shah
B.Dorman S.Neff
B.Dorman T.Stecher
B.Dorman W.Landsman
M.Roberts R.Bohlin
M.Roberts R.O'Connell
M.Roberts R.Rood
M.Roberts R.Shah
M.Roberts S.Neff
M.Roberts T.Stecher
M.Roberts W.Landsman
R.Bohlin R.O'Connell
R.Bohlin R.Rood
R.Bohlin R.Shah
R.Bohlin S.Neff
R.Bohlin T.Stecher
R.Bohlin W.Landsman
R.O'Connell R.Rood
R.O'Connell R.Shah
R.O'Connell S.Neff
R.O'Connell T.Stecher
R.O'Connell W.Landsman
R.Rood R.Shah
R.Rood S.Neff
R.Rood T.Stecher
R.Rood W.Landsman
R.Shah S.Neff
R.Shah T.Stecher
R.Shah W.Landsman
S.Neff T.Stecher
S.Neff W.Landsman
T.Stecher W.Landsman
H.Jones T.Tsuji
A.Jaffe J.Bond
A.Jaffe L.Knox
J.Bond L.Knox
A.Jaffe J.Bond
A.Jaffe L.Knox
J.Bond L.Knox
T.Simon W.Landsman
A.Rao B.Paul
A.Rao K.Singh
B.Paul K.Singh
A.Rao B.Paul
A.Rao P.Agrawal
B.Paul P.Agrawal
A.Rao B.Paul
A.Rao P.Agrawal
A.Rao R.Manchanda
B.Paul P.Agrawal
B.Paul R.Manchanda
P.Agrawal R.Manchanda
F.Labini J.Eckmann
F.Labini L.Pietronero
F.Labini M.Montuori
F.Labini R.Durrer
J.Eckmann L.Pietronero
J.Eckmann M.Montuori
J.Eckmann R.Durrer
L.Pietronero M.Montuori
L.Pietronero R.Durrer
M.Montuori R.Durrer
R.Terlevich Y.Ohyama
R.Terlevich Y.Taniguchi
Y.Ohyama Y.Taniguchi
D.Alloin P.Maloney
D.Alloin R.Antonucci
D.Alloin R.Barvainis
P.Maloney R.Antonucci
P.Maloney R.Barvainis
R.Antonucci R.Barvainis
A.Bressan C.Chiosi
A.Bressan G.Bertelli
A.Bressan Y.Ng
C.Chiosi G.Bertelli
C.Chiosi Y.Ng
G.Bertelli Y.Ng
D.Bomans U.Hopp
D.Bomans Y.Chu
U.Hopp Y.Chu
E.Borra G.Moretto
C.Martin Jr.
C.Martin R.Kennicutt
Jr. R.Kennicutt
B.Garilli D.Maccagni
B.Garilli E.Recillas
B.Garilli G.Sangalli
B.Garilli L.Carrasco
B.Garilli S.Andreon
D.Maccagni E.Recillas
D.Maccagni G.Sangalli
D.Maccagni L.Carrasco
D.Maccagni S.Andreon
E.Recillas G.Sangalli
E.Recillas L.Carrasco
E.Recillas S.Andreon
G.Sangalli L.Carrasco
G.Sangalli S.Andreon
L.Carrasco S.Andreon
J.Madsen S.Hannestad
H.Rix M.Carollo
H.Rix N.Cretton
H.Rix R.Marel
H.Rix T.Zeeuw
M.Carollo N.Cretton
M.Carollo R.Marel
M.Carollo T.Zeeuw
N.Cretton R.Marel
N.Cretton T.Zeeuw
R.Marel T.Zeeuw
D.Montes E.Castro
D.Montes J.Sanz-Forcada
D.Montes M.Fernandez-Figueroa
E.Castro J.Sanz-Forcada
E.Castro M.Fernandez-Figueroa
J.Sanz-Forcada M.Fernandez-Figueroa
J.Gerssen K.Kuijken
J.Gerssen M.Merrifield
K.Kuijken M.Merrifield
B.Poggianti G.Barbaro
J.Schmalzing T.Buchert
A.Lewin J.Magueijo
P.Biermann P.Strittmatter
P.Biermann W.Duschl
P.Strittmatter W.Duschl
B.Ricci G.Fiorentini
H.El-Ad T.Piran
A.Lazarian W.Roberge
A.Dominguez T.Buchert
B.Miller C.McLeod
B.Miller G.Isaak
B.Miller R.New
B.Miller W.Chaplin
B.Miller Y.Elsworth
C.McLeod G.Isaak
C.McLeod R.New
C.McLeod W.Chaplin
C.McLeod Y.Elsworth
G.Isaak R.New
G.Isaak W.Chaplin
G.Isaak Y.Elsworth
R.New W.Chaplin
R.New Y.Elsworth
W.Chaplin Y.Elsworth
A.Olmo E.Athanassoula
A.Olmo I.Marquez
A.Olmo J.Perea
A.Olmo L.Verdes-Montenegro
A.Olmo R.Augarde
E.Athanassoula I.Marquez
E.Athanassoula J.Perea
E.Athanassoula L.Verdes-Montenegro
E.Athanassoula R.Augarde
I.Marquez J.Perea
I.Marquez L.Verdes-Montenegro
I.Marquez R.Augarde
J.Perea L.Verdes-Montenegro
J.Perea R.Augarde
L.Verdes-Montenegro R.Augarde
A.Miniati M.Ricotti
M.Strauss R.Kim
C.Grillmair D.Forbes
C.Grillmair J.Brodie
D.Forbes J.Brodie
H.Rix P.Zeeuw
H.Rix R.Marel
P.Zeeuw R.Marel
M.Loewenstein R.Mushotzky
L.Hernquist R.Marel
L.Hernquist S.Sigurdsson
R.Marel S.Sigurdsson
E.Falco I.Shapiro
E.Falco L.Moustakas
E.Falco M.Davis
I.Shapiro L.Moustakas
I.Shapiro M.Davis
L.Moustakas M.Davis
A.King H.Ritter
A.King J.Frank
A.King U.Kolb
H.Ritter J.Frank
